data_apuracao,dezenas_sorteadas,numero_concurso
03/10/2012,"[19, 2, 30, 46, 22, 52]",1430
06/10/2012,"[33, 54, 40, 5, 9, 13]",1431
10/10/2012,"[16, 24, 25, 45, 59, 42]",1432
13/10/2012,"[14, 46, 40, 13, 4, 52]",1433
17/10/2012,"[3, 34, 58, 22, 18, 55]",1434
20/10/2012,"[45, 47, 50, 52, 15, 4]",1435
24/10/2012,"[1, 23, 13, 30, 24, 57]",1436
27/10/2012,"[48, 37, 26, 22, 38, 23]",1437
31/10/2012,"[49, 7, 33, 31, 36, 14]",1438
03/11/2012,"[35, 55, 2, 43, 34, 42]",1439
07/11/2012,"[6, 28, 56, 2, 36, 51]",1440
10/11/2012,"[56, 29, 53, 36, 38, 17]",1441
14/11/2012,"[12, 20, 13, 49, 34, 30]",1442
17/11/2012,"[52, 32, 12, 54, 20, 48]",1443
21/11/2012,"[2, 5, 55, 28, 27, 48]",1444
24/11/2012,"[41, 32, 19, 58, 5, 49]",1445
28/11/2012,"[13, 32, 6, 51, 40, 24]",1446
01/12/2012,"[1, 41, 28, 33, 39, 19]",1447
05/12/2012,"[25, 29, 36, 1, 56, 60]",1448
08/12/2012,"[2, 18, 30, 56, 52, 6]",1449
12/12/2012,"[27, 45, 44, 26, 38, 31]",1450
15/12/2012,"[57, 10, 33, 2, 11, 52]",1451
18/12/2012,"[50, 57, 58, 28, 2, 14]",1452
20/12/2012,"[47, 32, 25, 57, 6, 13]",1453
22/12/2012,"[27, 52, 41, 29, 4, 48]",1454
31/12/2012,"[33, 14, 52, 36, 32, 41]",1455
02/01/2013,"[36, 6, 40, 14, 8, 26]",1456
05/01/2013,"[34, 16, 46, 15, 42, 59]",1457
09/01/2013,"[2, 16, 4, 44, 33, 51]",1458
12/01/2013,"[2, 6, 35, 30, 52, 34]",1459
16/01/2013,"[50, 52, 14, 4, 27, 38]",1460
19/01/2013,"[44, 31, 49, 54, 36, 47]",1461
23/01/2013,"[5, 9, 25, 40, 38, 27]",1462
26/01/2013,"[40, 22, 13, 29, 48, 28]",1463
30/01/2013,"[59, 2, 54, 32, 24, 50]",1464
02/02/2013,"[11, 6, 53, 44, 16, 26]",1465
06/02/2013,"[4, 13, 51, 37, 6, 34]",1466
09/02/2013,"[41, 53, 26, 23, 52, 24]",1467
13/02/2013,"[2, 20, 37, 19, 1, 10]",1468
16/02/2013,"[4, 56, 54, 13, 35, 58]",1469
20/02/2013,"[2, 34, 51, 36, 38, 55]",1470
23/02/2013,"[58, 33, 36, 40, 25, 10]",1471
27/02/2013,"[12, 23, 25, 18, 45, 50]",1472
02/03/2013,"[60, 12, 57, 58, 33, 2]",1473
06/03/2013,"[2, 43, 11, 1, 3, 28]",1474
09/03/2013,"[13, 12, 51, 37, 48, 44]",1475
13/03/2013,"[26, 10, 4, 37, 47, 57]",1476
16/03/2013,"[50, 59, 56, 46, 3, 4]",1477
20/03/2013,"[10, 40, 27, 47, 55, 37]",1478
23/03/2013,"[57, 21, 54, 48, 50, 60]",1479
27/03/2013,"[9, 14, 26, 36, 52, 21]",1480
30/03/2013,"[40, 27, 55, 17, 28, 44]",1481
03/04/2013,"[11, 9, 6, 34, 41, 53]",1482
06/04/2013,"[55, 53, 1, 35, 56, 39]",1483
10/04/2013,"[49, 29, 17, 53, 20, 24]",1484
13/04/2013,"[30, 59, 27, 36, 4, 54]",1485
17/04/2013,"[10, 1, 34, 54, 6, 40]",1486
20/04/2013,"[4, 17, 23, 28, 9, 53]",1487
24/04/2013,"[4, 51, 45, 22, 38, 25]",1488
27/04/2013,"[48, 15, 24, 28, 1, 26]",1489
02/05/2013,"[31, 32, 43, 3, 52, 1]",1490
04/05/2013,"[56, 6, 45, 60, 26, 50]",1491
08/05/2013,"[48, 44, 46, 4, 18, 9]",1492
11/05/2013,"[30, 24, 12, 49, 7, 27]",1493
15/05/2013,"[50, 28, 35, 24, 2, 14]",1494
18/05/2013,"[13, 49, 4, 44, 14, 57]",1495
22/05/2013,"[28, 18, 41, 54, 14, 47]",1496
25/05/2013,"[58, 7, 27, 45, 4, 5]",1497
29/05/2013,"[11, 46, 27, 49, 6, 40]",1498
01/06/2013,"[26, 37, 8, 22, 54, 33]",1499
05/06/2013,"[57, 43, 18, 59, 10, 31]",1500
08/06/2013,"[13, 37, 54, 7, 29, 1]",1501
12/06/2013,"[6, 43, 22, 52, 57, 51]",1502
15/06/2013,"[36, 22, 42, 3, 16, 4]",1503
19/06/2013,"[41, 2, 42, 30, 12, 10]",1504
22/06/2013,"[32, 1, 6, 9, 16, 2]",1505
26/06/2013,"[49, 34, 42, 18, 3, 14]",1506
29/06/2013,"[46, 24, 51, 50, 56, 52]",1507
03/07/2013,"[58, 39, 18, 17, 35, 30]",1508
06/07/2013,"[27, 51, 1, 46, 59, 6]",1509
10/07/2013,"[1, 8, 44, 17, 46, 53]",1510
13/07/2013,"[8, 29, 31, 4, 17, 45]",1511
17/07/2013,"[35, 11, 28, 46, 42, 58]",1512
20/07/2013,"[31, 57, 17, 56, 28, 58]",1513
24/07/2013,"[23, 16, 17, 59, 42, 60]",1514
27/07/2013,"[59, 49, 13, 18, 4, 14]",1515
31/07/2013,"[34, 60, 18, 45, 4, 20]",1516
03/08/2013,"[45, 38, 52, 17, 7, 56]",1517
06/08/2013,"[28, 8, 55, 41, 48, 9]",1518
08/08/2013,"[6, 23, 56, 15, 5, 59]",1519
10/08/2013,"[36, 46, 48, 31, 7, 35]",1520
14/08/2013,"[18, 30, 14, 11, 33, 39]",1521
17/08/2013,"[33, 5, 23, 32, 8, 56]",1522
21/08/2013,"[25, 39, 44, 41, 31, 22]",1523
24/08/2013,"[40, 53, 12, 46, 2, 52]",1524
28/08/2013,"[30, 46, 35, 54, 26, 2]",1525
31/08/2013,"[51, 47, 28, 10, 59, 16]",1526
04/09/2013,"[32, 44, 42, 48, 16, 36]",1527
06/09/2013,"[4, 13, 58, 36, 19, 15]",1528
11/09/2013,"[35, 17, 15, 34, 49, 11]",1529
14/09/2013,"[53, 10, 28, 16, 48, 33]",1530
18/09/2013,"[24, 41, 12, 42, 44, 13]",1531
21/09/2013,"[42, 2, 11, 23, 31, 44]",1532
25/09/2013,"[29, 21, 47, 57, 13, 34]",1533
28/09/2013,"[28, 12, 34, 29, 1, 48]",1534
02/10/2013,"[55, 25, 9, 8, 54, 41]",1535
05/10/2013,"[18, 32, 29, 13, 50, 58]",1536
09/10/2013,"[6, 56, 33, 50, 51, 10]",1537
11/10/2013,"[35, 52, 27, 53, 57, 23]",1538
16/10/2013,"[10, 49, 8, 58, 20, 26]",1539
19/10/2013,"[54, 47, 27, 17, 3, 32]",1540
23/10/2013,"[37, 5, 24, 44, 49, 58]",1541
26/10/2013,"[7, 12, 57, 11, 30, 39]",1542
30/10/2013,"[30, 7, 23, 20, 15, 41]",1543
01/11/2013,"[30, 50, 45, 2, 35, 21]",1544
06/11/2013,"[6, 48, 11, 45, 4, 24]",1545
09/11/2013,"[38, 44, 17, 60, 4, 53]",1546
13/11/2013,"[28, 21, 9, 10, 2, 18]",1547
16/11/2013,"[44, 41, 42, 54, 47, 19]",1548
20/11/2013,"[32, 53, 16, 20, 12, 10]",1549
23/11/2013,"[21, 56, 36, 9, 13, 27]",1550
27/11/2013,"[2, 23, 38, 15, 21, 19]",1551
30/11/2013,"[7, 18, 26, 46, 39, 24]",1552
04/12/2013,"[29, 21, 20, 46, 22, 60]",1553
07/12/2013,"[30, 52, 50, 49, 53, 32]",1554
11/12/2013,"[5, 52, 59, 2, 33, 23]",1555
14/12/2013,"[7, 52, 11, 10, 1, 4]",1556
17/12/2013,"[46, 18, 16, 45, 31, 4]",1557
19/12/2013,"[31, 42, 15, 7, 17, 54]",1558
21/12/2013,"[37, 58, 12, 29, 8, 16]",1559
31/12/2013,"[30, 47, 53, 38, 20, 36]",1560
02/01/2014,"[28, 26, 54, 55, 23, 60]",1561
04/01/2014,"[12, 10, 51, 37, 23, 47]",1562
09/01/2014,"[43, 36, 1, 20, 13, 6]",1563
11/01/2014,"[54, 44, 38, 25, 46, 53]",1564
15/01/2014,"[43, 41, 37, 51, 18, 39]",1565
18/01/2014,"[11, 32, 60, 5, 6, 36]",1566
22/01/2014,"[53, 38, 30, 2, 15, 48]",1567
25/01/2014,"[28, 58, 19, 24, 42, 25]",1568
29/01/2014,"[42, 15, 18, 31, 5, 53]",1569
01/02/2014,"[18, 46, 42, 15, 56, 24]",1570
05/02/2014,"[46, 60, 55, 32, 3, 29]",1571
08/02/2014,"[46, 42, 27, 45, 20, 47]",1572
12/02/2014,"[7, 16, 36, 35, 38, 21]",1573
15/02/2014,"[6, 28, 33, 48, 46, 27]",1574
19/02/2014,"[1, 5, 4, 45, 14, 56]",1575
22/02/2014,"[26, 30, 21, 15, 13, 46]",1576
26/02/2014,"[25, 32, 11, 59, 51, 14]",1577
01/03/2014,"[6, 53, 56, 30, 37, 3]",1578
05/03/2014,"[34, 25, 40, 51, 60, 49]",1579
08/03/2014,"[1, 6, 14, 17, 33, 36]",1580
12/03/2014,"[31, 34, 15, 14, 25, 30]",1581
15/03/2014,"[4, 17, 1, 48, 13, 38]",1582
19/03/2014,"[18, 2, 9, 47, 17, 45]",1583
22/03/2014,"[27, 54, 28, 50, 22, 3]",1584
26/03/2014,"[55, 47, 43, 48, 49, 2]",1585
29/03/2014,"[47, 58, 8, 43, 39, 46]",1586
02/04/2014,"[8, 21, 19, 30, 52, 56]",1587
05/04/2014,"[36, 29, 23, 49, 32, 45]",1588
09/04/2014,"[11, 41, 51, 5, 19, 4]",1589
12/04/2014,"[40, 7, 44, 55, 34, 20]",1590
16/04/2014,"[4, 23, 55, 10, 38, 33]",1591
19/04/2014,"[41, 49, 36, 42, 31, 38]",1592
23/04/2014,"[4, 17, 38, 9, 18, 21]",1593
26/04/2014,"[53, 43, 23, 6, 7, 8]",1594
30/04/2014,"[59, 5, 42, 8, 46, 2]",1595
03/05/2014,"[5, 12, 1, 7, 45, 10]",1596
07/05/2014,"[16, 52, 5, 44, 10, 50]",1597
10/05/2014,"[36, 47, 42, 29, 53, 31]",1598
14/05/2014,"[35, 10, 15, 58, 36, 3]",1599
17/05/2014,"[9, 46, 23, 32, 35, 57]",1600
21/05/2014,"[60, 24, 56, 45, 10, 8]",1601
24/05/2014,"[8, 44, 40, 35, 22, 12]",1602
28/05/2014,"[13, 53, 20, 31, 60, 27]",1603
31/05/2014,"[21, 40, 51, 27, 24, 2]",1604
04/06/2014,"[42, 30, 9, 19, 31, 21]",1605
07/06/2014,"[54, 1, 15, 37, 46, 42]",1606
11/06/2014,"[32, 41, 51, 7, 31, 52]",1607
14/06/2014,"[6, 43, 17, 5, 54, 59]",1608
18/06/2014,"[2, 26, 6, 13, 53, 60]",1609
21/06/2014,"[36, 53, 35, 9, 1, 4]",1610
25/06/2014,"[24, 51, 50, 28, 58, 47]",1611
28/06/2014,"[17, 51, 36, 6, 42, 13]",1612
02/07/2014,"[31, 18, 4, 46, 44, 49]",1613
05/07/2014,"[49, 27, 43, 17, 14, 21]",1614
09/07/2014,"[26, 20, 5, 44, 33, 31]",1615
12/07/2014,"[46, 40, 58, 31, 28, 42]",1616
16/07/2014,"[23, 31, 47, 54, 3, 26]",1617
19/07/2014,"[9, 51, 20, 24, 52, 43]",1618
23/07/2014,"[46, 17, 5, 42, 47, 8]",1619
26/07/2014,"[57, 23, 38, 13, 34, 27]",1620
30/07/2014,"[24, 22, 38, 49, 10, 39]",1621
02/08/2014,"[21, 7, 5, 53, 45, 4]",1622
05/08/2014,"[33, 56, 59, 43, 50, 49]",1623
07/08/2014,"[32, 2, 27, 47, 58, 41]",1624
09/08/2014,"[45, 11, 22, 52, 36, 40]",1625
13/08/2014,"[3, 52, 5, 43, 35, 14]",1626
16/08/2014,"[26, 57, 20, 32, 45, 41]",1627
20/08/2014,"[38, 26, 60, 34, 29, 50]",1628
23/08/2014,"[47, 20, 35, 4, 59, 24]",1629
27/08/2014,"[30, 43, 7, 44, 1, 54]",1630
30/08/2014,"[47, 48, 44, 60, 4, 29]",1631
03/09/2014,"[18, 56, 27, 6, 24, 59]",1632
06/09/2014,"[2, 11, 49, 13, 36, 1]",1633
10/09/2014,"[44, 9, 33, 10, 23, 51]",1634
13/09/2014,"[30, 32, 51, 8, 28, 23]",1635
17/09/2014,"[33, 19, 52, 51, 35, 26]",1636
20/09/2014,"[5, 56, 24, 55, 1, 47]",1637
24/09/2014,"[38, 2, 42, 58, 41, 1]",1638
27/09/2014,"[35, 51, 34, 49, 16, 29]",1639
01/10/2014,"[6, 18, 46, 23, 31, 2]",1640
04/10/2014,"[51, 30, 29, 33, 46, 23]",1641
08/10/2014,"[47, 3, 43, 42, 60, 23]",1642
11/10/2014,"[19, 20, 16, 60, 28, 37]",1643
15/10/2014,"[10, 16, 34, 13, 60, 22]",1644
18/10/2014,"[31, 37, 21, 38, 8, 18]",1645
22/10/2014,"[34, 23, 41, 19, 40, 58]",1646
25/10/2014,"[38, 54, 23, 12, 17, 53]",1647
29/10/2014,"[48, 18, 15, 22, 20, 16]",1648
01/11/2014,"[54, 33, 24, 44, 38, 42]",1649
05/11/2014,"[23, 57, 29, 17, 60, 38]",1650
08/11/2014,"[27, 44, 8, 35, 38, 41]",1651
12/11/2014,"[44, 28, 24, 57, 7, 26]",1652
14/11/2014,"[45, 22, 27, 21, 1, 32]",1653
19/11/2014,"[50, 33, 42, 7, 58, 16]",1654
22/11/2014,"[56, 46, 7, 24, 28, 53]",1655
26/11/2014,"[6, 4, 43, 54, 56, 11]",1656
29/11/2014,"[10, 54, 37, 45, 14, 7]",1657
03/12/2014,"[7, 40, 19, 49, 11, 23]",1658
06/12/2014,"[20, 33, 37, 49, 4, 10]",1659
10/12/2014,"[17, 38, 42, 51, 34, 8]",1660
13/12/2014,"[16, 48, 43, 27, 58, 13]",1661
17/12/2014,"[57, 10, 25, 14, 33, 29]",1662
20/12/2014,"[20, 27, 49, 40, 55, 18]",1663
24/12/2014,"[48, 8, 21, 36, 23, 29]",1664
31/12/2014,"[20, 11, 16, 1, 56, 5]",1665
03/01/2015,"[51, 27, 1, 23, 45, 2]",1666
07/01/2015,"[51, 24, 56, 7, 12, 44]",1667
10/01/2015,"[47, 40, 55, 57, 52, 5]",1668
14/01/2015,"[29, 28, 31, 48, 45, 49]",1669
17/01/2015,"[1, 33, 30, 17, 47, 19]",1670
21/01/2015,"[21, 31, 56, 55, 45, 27]",1671
24/01/2015,"[20, 10, 1, 5, 42, 3]",1672
28/01/2015,"[35, 10, 47, 5, 24, 23]",1673
31/01/2015,"[42, 59, 30, 58, 50, 22]",1674
04/02/2015,"[36, 3, 35, 56, 18, 34]",1675
07/02/2015,"[2, 1, 37, 51, 48, 11]",1676
11/02/2015,"[52, 33, 15, 28, 51, 10]",1677
14/02/2015,"[35, 52, 17, 19, 9, 11]",1678
18/02/2015,"[28, 2, 1, 46, 27, 47]",1679
21/02/2015,"[37, 46, 47, 51, 23, 38]",1680
25/02/2015,"[1, 33, 8, 11, 6, 50]",1681
28/02/2015,"[13, 39, 51, 37, 35, 7]",1682
04/03/2015,"[48, 4, 12, 34, 32, 33]",1683
07/03/2015,"[9, 12, 31, 50, 18, 39]",1684
11/03/2015,"[39, 46, 18, 51, 31, 3]",1685
14/03/2015,"[44, 37, 9, 55, 14, 46]",1686
18/03/2015,"[15, 58, 24, 37, 46, 49]",1687
21/03/2015,"[18, 23, 42, 56, 32, 30]",1688
25/03/2015,"[41, 2, 53, 5, 13, 27]",1689
28/03/2015,"[24, 45, 53, 35, 26, 21]",1690
01/04/2015,"[39, 45, 58, 10, 1, 24]",1691
04/04/2015,"[44, 56, 13, 14, 27, 11]",1692
08/04/2015,"[19, 18, 38, 5, 21, 15]",1693
11/04/2015,"[34, 29, 20, 37, 57, 45]",1694
15/04/2015,"[36, 43, 38, 24, 58, 44]",1695
18/04/2015,"[12, 1, 31, 37, 17, 46]",1696
22/04/2015,"[8, 30, 23, 51, 53, 58]",1697
25/04/2015,"[24, 44, 28, 13, 45, 11]",1698
29/04/2015,"[1, 10, 30, 33, 38, 6]",1699
02/05/2015,"[58, 41, 48, 50, 15, 18]",1700
05/05/2015,"[9, 3, 18, 40, 32, 56]",1701
07/05/2015,"[39, 52, 17, 35, 19, 33]",1702
09/05/2015,"[49, 3, 35, 39, 23, 26]",1703
13/05/2015,"[11, 7, 59, 51, 32, 1]",1704
16/05/2015,"[50, 37, 51, 27, 29, 25]",1705
20/05/2015,"[12, 31, 34, 48, 36, 56]",1706
23/05/2015,"[36, 27, 20, 7, 16, 52]",1707
27/05/2015,"[38, 50, 29, 45, 17, 32]",1708
30/05/2015,"[30, 7, 47, 35, 19, 42]",1709
03/06/2015,"[59, 56, 7, 28, 21, 58]",1710
06/06/2015,"[38, 22, 50, 45, 26, 39]",1711
10/06/2015,"[50, 19, 59, 2, 29, 12]",1712
13/06/2015,"[3, 29, 10, 16, 23, 27]",1713
17/06/2015,"[51, 2, 24, 52, 36, 8]",1714
20/06/2015,"[20, 16, 35, 40, 60, 53]",1715
24/06/2015,"[25, 36, 2, 53, 42, 41]",1716
27/06/2015,"[9, 58, 16, 44, 2, 37]",1717
01/07/2015,"[30, 53, 4, 31, 47, 32]",1718
04/07/2015,"[44, 22, 31, 54, 34, 1]",1719
07/07/2015,"[49, 39, 18, 31, 57, 23]",1720
09/07/2015,"[12, 33, 4, 38, 36, 19]",1721
11/07/2015,"[41, 39, 9, 49, 23, 58]",1722
15/07/2015,"[27, 60, 30, 14, 46, 52]",1723
18/07/2015,"[27, 39, 37, 58, 60, 33]",1724
22/07/2015,"[26, 31, 30, 18, 16, 34]",1725
25/07/2015,"[42, 54, 57, 3, 49, 10]",1726
29/07/2015,"[4, 6, 41, 40, 19, 20]",1727
01/08/2015,"[28, 39, 8, 59, 42, 3]",1728
04/08/2015,"[53, 14, 44, 7, 23, 43]",1729
06/08/2015,"[1, 24, 10, 17, 42, 51]",1730
08/08/2015,"[59, 49, 43, 5, 27, 18]",1731
12/08/2015,"[25, 60, 34, 53, 45, 38]",1732
15/08/2015,"[5, 9, 41, 14, 3, 46]",1733
19/08/2015,"[52, 29, 17, 41, 12, 25]",1734
22/08/2015,"[46, 16, 33, 45, 34, 6]",1735
26/08/2015,"[13, 32, 12, 41, 24, 29]",1736
29/08/2015,"[59, 5, 51, 42, 50, 8]",1737
02/09/2015,"[53, 46, 28, 48, 37, 12]",1738
05/09/2015,"[34, 17, 9, 46, 10, 32]",1739
09/09/2015,"[38, 15, 47, 25, 10, 53]",1740
12/09/2015,"[49, 18, 20, 32, 15, 48]",1741
16/09/2015,"[23, 27, 21, 19, 52, 11]",1742
19/09/2015,"[34, 31, 29, 4, 10, 35]",1743
23/09/2015,"[12, 9, 56, 29, 14, 42]",1744
26/09/2015,"[13, 47, 60, 18, 52, 9]",1745
30/09/2015,"[37, 40, 6, 58, 41, 18]",1746
03/10/2015,"[53, 34, 59, 33, 48, 6]",1747
07/10/2015,"[2, 53, 13, 49, 10, 41]",1748
10/10/2015,"[33, 13, 14, 3, 43, 29]",1749
13/10/2015,"[17, 41, 48, 15, 20, 31]",1750
15/10/2015,"[42, 22, 51, 23, 57, 15]",1751
17/10/2015,"[36, 53, 55, 37, 60, 9]",1752
21/10/2015,"[54, 8, 45, 29, 35, 15]",1753
24/10/2015,"[20, 31, 40, 30, 27, 53]",1754
28/10/2015,"[48, 5, 30, 18, 8, 2]",1755
31/10/2015,"[28, 13, 6, 14, 45, 35]",1756
04/11/2015,"[43, 13, 28, 56, 37, 25]",1757
07/11/2015,"[6, 23, 16, 11, 42, 36]",1758
10/11/2015,"[2, 14, 21, 60, 22, 51]",1759
13/11/2015,"[25, 10, 24, 47, 48, 36]",1760
14/11/2015,"[53, 36, 10, 9, 50, 55]",1761
18/11/2015,"[45, 59, 42, 55, 32, 26]",1762
21/11/2015,"[21, 9, 15, 36, 12, 31]",1763
25/11/2015,"[6, 7, 41, 39, 29, 55]",1764
28/11/2015,"[1, 28, 56, 37, 6, 58]",1765
02/12/2015,"[60, 23, 22, 46, 53, 41]",1766
05/12/2015,"[44, 26, 39, 35, 16, 45]",1767
09/12/2015,"[35, 11, 7, 50, 34, 5]",1768
12/12/2015,"[32, 44, 54, 60, 47, 37]",1769
16/12/2015,"[34, 30, 41, 11, 27, 26]",1770
19/12/2015,"[38, 2, 27, 28, 32, 20]",1771
22/12/2015,"[27, 39, 19, 41, 12, 45]",1772
24/12/2015,"[45, 41, 39, 30, 15, 59]",1773
26/12/2015,"[1, 52, 30, 60, 20, 12]",1774
31/12/2015,"[31, 2, 51, 42, 18, 56]",1775
02/01/2016,"[39, 11, 48, 14, 19, 10]",1776
06/01/2016,"[55, 4, 44, 38, 19, 52]",1777
09/01/2016,"[4, 38, 48, 10, 45, 40]",1778
12/01/2016,"[25, 56, 30, 12, 39, 57]",1779
14/01/2016,"[20, 6, 33, 22, 31, 34]",1780
16/01/2016,"[22, 8, 52, 1, 53, 49]",1781
20/01/2016,"[34, 57, 47, 18, 6, 52]",1782
23/01/2016,"[38, 16, 21, 4, 18, 6]",1783
27/01/2016,"[30, 15, 54, 55, 26, 4]",1784
30/01/2016,"[27, 5, 42, 54, 41, 11]",1785
02/02/2016,"[34, 8, 2, 21, 25, 6]",1786
04/02/2016,"[1, 29, 13, 25, 5, 26]",1787
06/02/2016,"[42, 45, 56, 13, 3, 59]",1788
10/02/2016,"[57, 59, 6, 25, 43, 58]",1789
13/02/2016,"[28, 13, 11, 26, 50, 27]",1790
17/02/2016,"[55, 12, 50, 18, 53, 46]",1791
20/02/2016,"[47, 41, 18, 17, 2, 16]",1792
24/02/2016,"[56, 13, 22, 54, 14, 58]",1793
27/02/2016,"[1, 5, 37, 60, 34, 40]",1794
02/03/2016,"[55, 50, 42, 58, 47, 30]",1795
05/03/2016,"[54, 22, 48, 34, 23, 53]",1796
08/03/2016,"[2, 57, 35, 13, 54, 14]",1797
10/03/2016,"[9, 28, 45, 2, 23, 53]",1798
12/03/2016,"[53, 1, 3, 4, 51, 39]",1799
16/03/2016,"[31, 56, 16, 6, 11, 19]",1800
19/03/2016,"[19, 45, 43, 6, 54, 34]",1801
23/03/2016,"[6, 14, 2, 17, 44, 13]",1802
26/03/2016,"[4, 29, 8, 49, 38, 50]",1803
30/03/2016,"[20, 50, 48, 59, 28, 21]",1804
02/04/2016,"[17, 49, 27, 22, 57, 31]",1805
06/04/2016,"[11, 42, 55, 58, 35, 20]",1806
09/04/2016,"[43, 15, 22, 1, 16, 25]",1807
13/04/2016,"[20, 25, 45, 2, 41, 14]",1808
16/04/2016,"[23, 12, 54, 46, 9, 24]",1809
20/04/2016,"[56, 10, 43, 50, 1, 25]",1810
23/04/2016,"[32, 37, 5, 35, 17, 57]",1811
27/04/2016,"[45, 34, 23, 20, 37, 32]",1812
30/04/2016,"[51, 9, 13, 15, 19, 11]",1813
03/05/2016,"[53, 51, 27, 11, 46, 9]",1814
05/05/2016,"[60, 8, 25, 39, 41, 11]",1815
07/05/2016,"[12, 10, 46, 28, 22, 5]",1816
11/05/2016,"[47, 1, 26, 55, 39, 4]",1817
14/05/2016,"[10, 53, 15, 2, 6, 56]",1818
18/05/2016,"[37, 26, 18, 30, 33, 17]",1819
21/05/2016,"[27, 19, 23, 3, 45, 40]",1820
25/05/2016,"[53, 31, 19, 52, 36, 22]",1821
28/05/2016,"[22, 53, 26, 1, 43, 50]",1822
01/06/2016,"[54, 34, 59, 21, 9, 4]",1823
04/06/2016,"[19, 30, 60, 12, 6, 5]",1824
07/06/2016,"[21, 54, 10, 50, 51, 11]",1825
09/06/2016,"[43, 48, 32, 19, 17, 51]",1826
11/06/2016,"[43, 33, 53, 26, 54, 42]",1827
15/06/2016,"[40, 32, 11, 6, 59, 48]",1828
18/06/2016,"[53, 32, 30, 7, 24, 13]",1829
22/06/2016,"[29, 3, 54, 7, 37, 60]",1830
25/06/2016,"[55, 15, 48, 32, 28, 27]",1831
29/06/2016,"[34, 47, 57, 56, 14, 46]",1832
02/07/2016,"[2, 42, 3, 27, 16, 7]",1833
06/07/2016,"[2, 22, 51, 24, 48, 17]",1834
09/07/2016,"[50, 36, 8, 28, 47, 58]",1835
12/07/2016,"[59, 18, 45, 60, 8, 15]",1836
14/07/2016,"[41, 48, 57, 50, 44, 54]",1837
16/07/2016,"[59, 24, 30, 8, 57, 5]",1838
20/07/2016,"[28, 32, 22, 56, 58, 7]",1839
23/07/2016,"[33, 41, 48, 15, 17, 47]",1840
27/07/2016,"[6, 51, 13, 38, 49, 3]",1841
30/07/2016,"[18, 43, 22, 24, 16, 34]",1842
03/08/2016,"[28, 26, 33, 41, 8, 54]",1843
06/08/2016,"[4, 3, 37, 39, 48, 50]",1844
09/08/2016,"[9, 3, 29, 13, 30, 51]",1845
11/08/2016,"[49, 26, 30, 34, 24, 6]",1846
13/08/2016,"[45, 1, 57, 49, 50, 6]",1847
17/08/2016,"[58, 41, 50, 40, 9, 55]",1848
20/08/2016,"[35, 27, 3, 11, 44, 5]",1849
24/08/2016,"[24, 32, 23, 40, 41, 38]",1850
27/08/2016,"[35, 22, 8, 37, 21, 18]",1851
31/08/2016,"[29, 13, 49, 50, 45, 17]",1852
03/09/2016,"[2, 41, 39, 1, 34, 45]",1853
08/09/2016,"[59, 30, 43, 31, 34, 25]",1854
10/09/2016,"[6, 38, 24, 39, 15, 10]",1855
14/09/2016,"[14, 9, 2, 32, 22, 37]",1856
17/09/2016,"[53, 35, 52, 25, 23, 13]",1857
20/09/2016,"[55, 30, 28, 59, 33, 22]",1858
22/09/2016,"[13, 26, 1, 21, 14, 51]",1859
24/09/2016,"[10, 40, 30, 44, 36, 60]",1860
28/09/2016,"[45, 9, 60, 2, 35, 4]",1861
01/10/2016,"[8, 49, 35, 42, 56, 2]",1862
05/10/2016,"[23, 45, 16, 58, 59, 56]",1863
08/10/2016,"[5, 4, 37, 40, 60, 14]",1864
13/10/2016,"[42, 5, 32, 37, 1, 31]",1865
15/10/2016,"[14, 36, 60, 38, 17, 44]",1866
18/10/2016,"[3, 43, 21, 17, 22, 10]",1867
20/10/2016,"[25, 5, 31, 1, 28, 23]",1868
22/10/2016,"[11, 26, 24, 52, 40, 23]",1869
26/10/2016,"[30, 40, 33, 18, 20, 32]",1870
29/10/2016,"[17, 58, 33, 52, 11, 3]",1871
03/11/2016,"[39, 11, 56, 46, 13, 25]",1872
05/11/2016,"[25, 5, 53, 28, 41, 54]",1873
08/11/2016,"[43, 28, 10, 37, 47, 44]",1874
10/11/2016,"[53, 45, 47, 1, 52, 55]",1875
12/11/2016,"[7, 18, 51, 41, 44, 39]",1876
16/11/2016,"[35, 13, 32, 16, 24, 23]",1877
19/11/2016,"[56, 26, 40, 16, 57, 12]",1878
23/11/2016,"[20, 58, 10, 59, 57, 5]",1879
26/11/2016,"[19, 51, 56, 16, 5, 37]",1880
30/11/2016,"[30, 10, 53, 44, 3, 56]",1881
03/12/2016,"[41, 35, 37, 10, 19, 9]",1882
07/12/2016,"[28, 59, 16, 47, 27, 60]",1883
10/12/2016,"[38, 1, 32, 4, 23, 59]",1884
14/12/2016,"[59, 7, 18, 23, 32, 14]",1885
17/12/2016,"[7, 40, 54, 15, 3, 45]",1886
20/12/2016,"[23, 56, 41, 46, 34, 11]",1887
22/12/2016,"[48, 1, 18, 45, 17, 10]",1888
24/12/2016,"[30, 25, 23, 44, 28, 16]",1889
31/12/2016,"[5, 24, 51, 22, 11, 53]",1890
04/01/2017,"[47, 1, 3, 19, 23, 58]",1891
07/01/2017,"[50, 22, 6, 37, 30, 17]",1892
11/01/2017,"[17, 58, 45, 19, 28, 16]",1893
14/01/2017,"[31, 35, 57, 54, 21, 53]",1894
